PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,34144501,money was deposited in  days very easy process
10.0,10.0,34144502,customer service is outstanding
10.0,10.0,34144503,now have financial freedom from high interest credit cards it is quick and easy
10.0,10.0,34144505,because you believe and trusted in me enough to give me a fighting to get out of debt thank you for your trust and for having a little faith in me and as of today may   i have reached my goal and i am now freed from my debt
8.0,8.0,34144506,need to list reqd info at the beginning of the process took a little time to gather the info reqd
10.0,10.0,34144519,i do wonder why the credit cards themselves do not use the same way of charging good clients if you have good credit this is an easy and quick method of paying down credit cards at a much lower rate
10.0,10.0,34144522,fast and easy
10.0,8.0,34144526,they have an excellent interest rate and gave me options for verifying my income
10.0,10.0,34144527,thank you easy transparent wonderful
10.0,8.0,34144528,best egg provided good service and a fair interest rate
10.0,10.0,34144530,it is so easy to apply get a great interest rate close the deal
10.0,10.0,34144532,applied in just a few minutes approved
10.0,10.0,34144549,fast and easy
8.0,8.0,34144550,the service was excellent overall i would recommend best egg to others the interest rate based on my credit and income was high
10.0,10.0,34144568,application process was super easy
10.0,10.0,34144569,my request was treated with integrity and professionalism and it was processed very quickly
10.0,10.0,34144570,and the quick transaction of funds how simple it was to go through the loan process
10.0,9.0,34144571,very easy and nice customer service
10.0,9.0,34144589,quick service
10.0,10.0,34144590,quick and easy from start to finish
10.0,10.0,34144593,it was great to have this loan i feel free of debt thanks for helping me i paid my creditors
10.0,10.0,34144605,they had my loan within one business day i was very happy to get the approval
10.0,10.0,34144610,very quick and easy
10.0,10.0,34144612,easy and quick
10.0,10.0,34144629,thank u for helping me the loan process was fast
10.0,10.0,34144632,very decent interest rate quick approval
10.0,10.0,34144633,its my second time doing business the experience was great both times
10.0,8.0,34144643,process was very quick
10.0,10.0,34144647,quick service great rates
10.0,8.0,34144649,the only downside was the high loan origination fee it was super fast and easy best egg kept in communication with me about the process
10.0,10.0,34144651,the process is so easy and quick
10.0,10.0,34144652,great communication and fast process
10.0,9.0,34144653,ease of applying courteous and professional communication
10.0,9.0,34144664,ease of application quick transparent agreement
10.0,10.0,34144666,best egg understanding my borrowing needs
10.0,10.0,34144668,service
10.0,10.0,34144669,fast service
8.0,9.0,34144671,easy transaction but interest rate was a little higher than expected
10.0,10.0,34144672,application user friendly answered quickly with question acceptance came quickly along with a check
10.0,10.0,34144676,i got my loan even before i received the welcome email the application process was simple
10.0,10.0,34144678,very quick approval and money was in the bank extremely fast
10.0,9.0,34144687,easy to apply quick response
10.0,10.0,34144695,customer service was exceptional the application was so easy
10.0,10.0,34144696,quick and easy
10.0,10.0,34144697,ease of filing and low interest rate
8.0,5.0,34144708,i must have looked at the amount wrong i asked for  but got 
10.0,10.0,34144712,quick and easy and i love that the payments will be automatic
10.0,9.0,34144713,ease of transaction and prompt online service
10.0,10.0,34144716,the simplicity of the process was surreal
10.0,8.0,34144734,fast response easy to deal with
10.0,10.0,34144735,if you are approved your approved did not believe it until it happened very satisfied received my money in less than  hours no hidden catches
10.0,10.0,34144736,the simplicity of the application process
10.0,10.0,34144737,fast simple no stress
10.0,10.0,34144738,full disclosure including how much the loan would cost me on a daily basis i found this highly unusual and gratifying treated me with respect and events unfolded as advertised
10.0,10.0,34144741,customer service was very good the process was very easy they made the application very easy for you to maneuver  i thank the team for helping me with this loan
10.0,10.0,34144748,debt consolidation
10.0,10.0,34144759,money hit my account really fast good customer service walked me through the process patiently stepbystep and assisted in a major way with getting proper verification from my bank the payment plan was explained well and easy to get started with
10.0,9.0,34144772,no hassle quick and interest rate was as advertised
10.0,10.0,34144776,prompt service
10.0,10.0,34144778,it was simple and quick
10.0,8.0,34144784,bestegg approved me for a lone at an acceptable rate when all other lenders would not
10.0,10.0,34144794,very simple no hassle
10.0,9.0,34144796,it was very quick and easy
10.0,9.0,34144797,very easy and reliable
10.0,10.0,34144798,very professional
10.0,10.0,34144799,i already wrote up two reviews on best eggs loan process not only was it the easiest process but it was the best experience i have had with a bankloan company
10.0,10.0,34144800,funds deposited quickly as well quick and easy process
10.0,10.0,34144801,ease of application
10.0,10.0,34144815,fast service
10.0,10.0,34144818,easy to apply no hassle the service reps were great
10.0,10.0,34144828,very simple n quick
10.0,10.0,34144833,it was a easy user friendly process
10.0,10.0,34144834,best egg consistently has the best rates of private loan vendors and it  is quick and seamless to apply and receive funds
10.0,10.0,34144835,the quick process and the handling of my application
10.0,10.0,34144836,it was so easy and convenient
10.0,10.0,34144837,to continue to keep my credit score looking great
10.0,10.0,34144839,i did not have to fax or upload any documents so i really liked the easy stress free procedure and your people are great very nice and professional
10.0,10.0,34144841,now i have a regular monthly payment less than the amount i was paying on credit cards and at a lesser interest rate i applied on monday was paying off credit cards with what i borrowed on friday i had the requested amount in my bank account within a matter of days it was easy to apply
10.0,10.0,34144853,this is my second loan that i have been approved for the process is hassle free to me compared to dealing with an actual bank it is very easy to get approved
10.0,10.0,34144855,quick easy very personable
10.0,9.0,34144866,everyone was very helpful
10.0,10.0,34144876,the easy and the good interã©st they have
10.0,10.0,34144878,easy and convenient
8.0,8.0,34144891,fast appears secure but rates are high and fees are not cool bravo to you on your part to help people and take advantage of them at the same time it will cost you
10.0,9.0,34144894,the only slight negative is the account management site could be a bit more detailed but being honest i have had loans from providers with even fewer details provided that the sstaccountinfo website and i know this is an area that best egg is working to improve the ease of the application process and rates were either comparable or lower than most other lenders overall i am very satisfied with best egg and would definitely recommend them to others looking for a small loan for any unexpected expenses or to consolidate debt
10.0,10.0,34144895,applying was fast and easy bestegg was able to supply me with funds to make serval home improvements and pay off some debt the funds were directly deposited in my account with no problems thank you bestegg
10.0,10.0,34144897,loan was very easy to get
8.0,6.0,34144898,i was disappointed with the interest change when i selected  k instead of the  the interest increase i felt was unreasonable so disappointed
10.0,10.0,34144915,quick response and no hassle
10.0,10.0,34144918,fast answers good interest rate
10.0,10.0,34144937,the process was fast and easy
10.0,10.0,34144940,timely paymrnts
10.0,10.0,34144941,that was the most difficult part very easy when u get someone on the phone that can answer questions
10.0,10.0,34144958,well done in all areas
10.0,9.0,34144960,easy and fast to get the loan and rates were very competitive people that i talked with were polite and answered all my questions
10.0,9.0,34144961,quick results
10.0,10.0,34144964,you are very helpful and very understanding and very polite
10.0,8.0,34144977,easy fast hassle free
10.0,10.0,34144982,quick and simple process i have been a customer for a year and pleased lower interest rate dependent upon your credit score of course
10.0,10.0,34144987,easy application soft score checking fastest loan approval and money deposited to my checking account
10.0,10.0,34144998,your making the process very easy and professional
10.0,9.0,34144999,speed
10.0,8.0,34145000,to improve quality of life
10.0,10.0,34145001,i liked the terms and how the payments will be made how quickly and efficiently the loan process was i am very satisfied with the process best egg was great
10.0,10.0,34145003,ease of process
10.0,10.0,34145022,financial repairs to my credit report and score
10.0,8.0,34145024,easy and fair rates
10.0,10.0,34145025,fast service
10.0,10.0,34145026,fast approval and funding
10.0,10.0,34145027,great and simple process
10.0,10.0,34145037,how great the service was over the phone
10.0,10.0,34145042,very efficient and fast transaction
10.0,10.0,34145044,quick process
10.0,10.0,34145063,ability to secure the loan i needed at a reasonable interest rate with an answer quickly
10.0,10.0,34145064,and so fast it was just so easy to get approved
10.0,10.0,34145065,application process was easy
10.0,9.0,34145066,simple easy application and very quick results finally rewarding my great payments history and responsible use of credit
8.0,9.0,34145067,i would have gave it a  if it could have been put into my account the first day i made that contract
10.0,10.0,34145070,promptness
10.0,8.0,34145085,ease of acquiring the loan
10.0,9.0,34145086,loan issued quickly
10.0,10.0,34145087,love it i apply the response is very quick
10.0,9.0,34145105,i got funds when i needed them do to a work injury have to wait on state for compensation i have already completed this survey so am done now thanks
10.0,10.0,34145106,absolutely amazing the ease of use no hassle very quick with the decision very quick and easy disbursement
10.0,10.0,34145107,the simp icity of the process
10.0,10.0,34145109,very affective and secure
10.0,10.0,34145127,very easy process
10.0,10.0,34145128,good rate and done deal within  hours quick and extremely easy
10.0,10.0,34145144,it was quick and easy making it a pleasant experience
10.0,9.0,34145146,it was very easy
10.0,9.0,34145147,made sure i understood everything and over every detail to help me your customer service is very good the people who answered my questions on chat and over the line were very helpful
10.0,10.0,34145148,easy efficient process
10.0,10.0,34145153,outstanding quick service
10.0,10.0,34145165,very easy to apply and receive your loan in a quick time
10.0,10.0,34145166,easy no hassle process
10.0,10.0,34145168,it was so simple
10.0,9.0,34145171,the process was easy to complete the overall loan rate was good
10.0,10.0,34145185,customer service and fast response
10.0,10.0,34145190,quick and convenient best rates
10.0,10.0,34145204,ease of process
8.0,10.0,34145205,question not clear
10.0,10.0,34145207,the process was easy no false approvals
10.0,10.0,34145208,great service very fast and great website thanks mark j gregory
10.0,10.0,34145209,ease of the loan not much red tape
10.0,10.0,34145210,limited paperwork
10.0,10.0,34145211,it was fast and easy
10.0,10.0,34145212,fast easy and convienent
10.0,10.0,34145214,quickeasyno long wait on funds
10.0,10.0,34145219,very easy process
10.0,10.0,34145227,easy process and fast
10.0,9.0,34145228,the system is easy to use
0.0,6.0,34145229,my wife was extremely upset that we were treated in this manner after application i did not get any response except pending we have been married for  years and there is nothing about the others actions that we are not aware of i had recently had a small growth removed from my throat and was having difficulty speaking i called the number listed even after i had my wife talk to them she insisted we both get on speaker phone and talk to her at the same time evidently your representative thought someone was pretending to be me
10.0,10.0,34145248,the time frame and the company were not constantly calling me for information i like how they did the security question to ensure our privacy
10.0,10.0,34145249,the ease with which the process works and how accurate the information is throughout it is a very quick turnaround
10.0,10.0,34145251,fast efficient service
10.0,9.0,34145266,ease of request and promptness of the loan
10.0,10.0,34145271,fair rate and fast deposit
10.0,10.0,34145272,quick service
10.0,10.0,34145274,very prompt service
10.0,9.0,34145286,very professional easy to deal with quick results
10.0,10.0,34145291,the ease of the process and the speed of the transaction
10.0,10.0,34145292,it was quick and easy
10.0,10.0,34145293,great service fast turn around
10.0,10.0,34145295,amazing is the only word that comes to mind i am still amazed how quick the process was and painless you delivered exactly what you preached  best egg said the process was quick and easy and i have to say
10.0,10.0,34145298,fast friendly service
10.0,10.0,34145308,easy and quick followup
10.0,10.0,34145310,most importantly did not effect my credit score thank you easy to apply and quick response
10.0,9.0,34145311,fast and easy process
10.0,9.0,34145312,responsiveness follow up explanations
10.0,10.0,34145330,simplicity and convenience
10.0,10.0,34145335,great rates too fast efficient and easy process
10.0,10.0,34145336,told me right away
10.0,10.0,34145352,how easy it was
10.0,10.0,34145353,that i remain in good standards with my credit knowing that i am building it up
10.0,9.0,34145354,quick and easy
10.0,10.0,34145355,very good service
10.0,10.0,34145356,everything i wanted to know was explained very thoroughly the process was quick and easy
10.0,10.0,34145357,ease of use
10.0,8.0,34145371,the process was fast and easy
10.0,10.0,34145374,easy application process approval pre arranged repayment plan
10.0,10.0,34145375,everything was plain and simple
10.0,10.0,34145377,it was fast and easy no hidden fees very convenient i would recommend to my friends and family
10.0,10.0,34145395,to make sure i pay bills on time
10.0,10.0,34145396,the staff was super friendly and knowledgeable they answered all my questions and made me feel comfortable with doing business with them
10.0,10.0,34145397,the loan process was quick and efficient
10.0,10.0,34145398,good rate multiple options and fast process
10.0,10.0,34145400,i loved how convenient the whole process was so quick and easy at first i thought this has to be a scam there is no way it was this easy
10.0,10.0,34145404,amazing got approved in hours and my deposit in about  hours
10.0,10.0,34145412,fast efficient easy
10.0,10.0,34145414,convenient and quick
10.0,10.0,34145415,too know we have been able to maintain a good score
10.0,10.0,34145440,paying on time
10.0,10.0,34145441,easy to apply good customer service
10.0,9.0,34145442,also the money arrived in my account very fast the application wile thoroughly was handled quickly and the interest rate was the best among your competitors
10.0,10.0,34145443,easy to use and efficient
10.0,10.0,34145453,just nice people ease of business simple application process
10.0,9.0,34145459,fast and easy loan
10.0,10.0,34145460,i was happy with the ease of the process and turn around time
10.0,10.0,34145461,fast easy and efficiency
10.0,10.0,34145462,the entire loan process
10.0,9.0,34145466,best egg was easy to deal with and quick response
10.0,10.0,34145471,best egg works with people that might not have stellar credit
10.0,8.0,34145475,the application process was quick and easy the funds arrived very quickly
10.0,10.0,34145480,easy and faster
10.0,10.0,34145483,piece of mind
10.0,10.0,34145489,fast efficint fair professional service all around
10.0,9.0,34145490,fast and not a lot of hazzle about bank statements check stubs etc
10.0,10.0,34145502,detailed info on all aspects of the loan and very fast service
10.0,10.0,34145503,i was very impressed how easy the process was
10.0,10.0,34145505,great info provided at each step easy application process quick decision
10.0,10.0,34145506,the whole loan process was very quick and easy
10.0,10.0,34145508,easy application process and quick service
10.0,10.0,34145525,ease of transaction and clarity of loan offering
10.0,10.0,34145528,you guys approving my loan of any amount so many places say you preapproved then turn around and denies you  when you apply
10.0,10.0,34145529,very fast response time in depositing the loan into my account and very fair terms you helped me out in a pinch thank you
10.0,10.0,34145530,easy process
10.0,10.0,34145531,new home
10.0,10.0,34145546,how quick and easy it was to get the loan
10.0,10.0,34145548,it was also very easy to do no one would consolidate my credit cards with a decent rate it was very important when applying that it did not effect my credit store i used that chat feature and that was very nice to get answers right away this will help me get my debts cleared up i am so grateful for your service you did i am single i think you truly want to help me and are not just about taking money thank you again
10.0,10.0,34145549,very prompt and no hassle service
10.0,10.0,34145567,fast friendly and easy to secure the loan
10.0,10.0,34145569,very easy to use and many options
10.0,10.0,34145570,very friendly and answer my questions quiet thanks for everything
10.0,10.0,34145588,very easy  efficent
10.0,9.0,34145590,ease
10.0,10.0,34145591,even after i had to call in for additional clarification i am a loan processor myself and the service was top notch the process was practically painless
10.0,10.0,34145612,how easy and fast the process was and very professional
10.0,10.0,34145613,quickness
10.0,10.0,34145615,i received my answer in  days they said i would have an answer in  business days fast response and easy application
10.0,10.0,34145630,the percentage of the loan
8.0,8.0,34145631,the  fee detracted from being higher
10.0,10.0,34145632,quick easy good interest rate
10.0,9.0,34145633,ease of process
10.0,10.0,34145637,how easy and quick it was
10.0,10.0,34145648,to improve it get my credit back to what it was
10.0,9.0,34145652,the speediness of the loan from the application to actually receiving the funds so quickly
10.0,8.0,34145672,quickness
10.0,10.0,34145673,customer service
10.0,10.0,34145674,to improve it
10.0,10.0,34145675,very satisfied with best egg ease of application updates on progress of loan approval
10.0,10.0,34145679,efficiency and simplicity of the process
10.0,10.0,34145682,easy quick and rewards for loyalty
10.0,10.0,34145691,the speed with which best egg was able to process my loan application
10.0,10.0,34145692,debt consolidation
10.0,10.0,34145695,quick and very professional
10.0,10.0,34145708,customer service was great
10.0,10.0,34145712,thank you this loan has given me an opportunity to be debt free and on a more productive financial path in  months or less i was truly overjoyed to be approved so quickly and funds deposited in  days
10.0,8.0,34145713,you give people a second chance
10.0,9.0,34145714,very easy to work with
10.0,9.0,34145725,ease of applying and quick response
10.0,9.0,34145730,interest rates were good it does not get much better the loan was quick and easy to obtain
8.0,8.0,34145734,interest rate is a little high
10.0,10.0,34145735,you did everything you said you would when you said you would do it
10.0,10.0,34145738,process was easy
10.0,10.0,34145739,the ease of everything
10.0,10.0,34145740,i want to improve my score
10.0,10.0,34145742,simple and clear
10.0,10.0,34145754,it was simple quick and seamless
10.0,10.0,34145755,when i did call with questions i had a polite and nice operator on the phone with me the ease of getting the loan and everything done
10.0,10.0,34145756,i am fully confident for the first time in a long time that i will get out of my credit card debt i was quite impressed with how quick the process was with little no paperwork i was able to approve with a reasonable apr and receiving the funds in less than  days thank you
10.0,10.0,34145759,easy application process
10.0,10.0,34145760,fast friendly and professional customer service fair interest rates
10.0,10.0,34145763,very easy loan process and customer service was a delight to deal with
0.0,3.0,34145774,inquire on credit report after they told me it was a pre approved offer
10.0,10.0,34145776,how easy and fast i received my loan
10.0,9.0,34145777,to purchase a new house
10.0,10.0,34145778,how smooth the process was
10.0,10.0,34145779,excellent customer service
10.0,7.0,34145792,i used the chat option and was very satisfied with the fast and knowledgeable answers to my questions customer service was excellent ease of application and approval
10.0,10.0,34145800,thank you very much from a to z the whole process was so smooth
10.0,10.0,34145801,the loan office though well very nice and very helpful one too much for me to do but hey up good cray and i want to thank you all very much for that long
10.0,10.0,34145821,quick and simple process
10.0,10.0,34145822,efficiency
10.0,10.0,34145823,convienant fast and easy
10.0,10.0,34145824,to get better rates
10.0,10.0,34145825,the loan approval process was painless your online site was very easy to use
10.0,10.0,34145839,very quick process
10.0,10.0,34145840,easy low origination fees reasonable interest rate
10.0,10.0,34145841,i had a good credit score so that probably helped it was so easy but this as the most efficient experience i have had getting a loan
10.0,10.0,34145842,quick and easy
10.0,10.0,34145843,fast easy and very convenient
10.0,10.0,34145844,very quick and easy
10.0,8.0,34145846,they was super nice when i had questions
10.0,10.0,34145851,the loan was easy and quick
10.0,10.0,34145857,easy and quick
10.0,10.0,34145858,quick and satisfactory service
8.0,9.0,34145859,it is an easy process the only thing is the charge processing fee 
10.0,10.0,34145860,nice to be able to apply and get an answer within  days this has lifted a weight off of me fast easy and good rates i can now breath thanks for helping me feel better about my financial situation
10.0,10.0,34145861,easy and no phone calls
10.0,10.0,34145862,i knew within minutes that i was approved the process was very easy and fast
10.0,9.0,34145866,easy to do and fast
10.0,10.0,34145878,it was easy fast and great customer service
10.0,10.0,34145879,great experience
10.0,10.0,34145882,quick response and great to work with
10.0,10.0,34145883,the easiest loan process ever
10.0,10.0,34145901,full details of what applicant qualifies for on line application is very easy
10.0,10.0,34145904,everything went smooth no hassles
10.0,10.0,34145905,i was also provided with two loan options which gave me the opportunity to judge exactly what i needed application process was extremely easy
10.0,10.0,34145922,i took out a loan at my  year old sons bank more in line with what i hoped for they gave me a rate  lower to help him get an apartment for college simple application process quick turnaround and a great rate the next day i did some research and was preapproved with best egg i am so glad i shopped around they gave me what i thought to be a high apr based on my credit needless to say the old loan was payed off immediately from start to finish best egg was  times easier than the big name bank that i will leave unnamed
10.0,10.0,34145924,thank you good communication ease of application
10.0,10.0,34145925,it was so easy on line and really fast approval
10.0,10.0,34145945,the process was quick and i appreciate that
10.0,10.0,34145946,it was such a smooth transaction thank you for making this process easy i filled out application and by the end of that same business day i had the money in my account i would recommend best egg to everyone who is looking to take out some sort of loan
10.0,9.0,34145959,the speed in which the loan was approved and funded
10.0,10.0,34145966,my experience was easy and quick
10.0,10.0,34145967,easy to apply for and recieve what we needed
10.0,10.0,34145971,fast and efficient process
10.0,10.0,34145985,they are thorough
10.0,10.0,34145986,seamless and effortless procedure when applying and the  hour turnaround from online application to approval
10.0,10.0,34145987,the process was quick and very easy
10.0,9.0,34145988,because i received a quick response and funds were sent quickly
10.0,10.0,34145993,ease of process
10.0,10.0,34145999,quick deal i was very happy it happened faster than i figured
10.0,10.0,34146006,thank you best egg this was a very good experience and i know who to go to if i ever need it again thanks for being there when i needed i needed the money fast and no red tape it was the most painless process
10.0,10.0,34146007,quick and easy process
8.0,7.0,34146008,i have only just started my experience with bestegg
10.0,10.0,34146009,intrest rate lower than everyone else
10.0,9.0,34146027,the quick process
10.0,10.0,34146028,quick processing time great customer service with continuous updates through the process
10.0,9.0,34146029,very quick
10.0,10.0,34146031,best egg loaned me funds to pay off credit card with affordable payments easy  with funds next day
10.0,10.0,34146043,it was quick
10.0,10.0,34146046,simple and fast response
10.0,10.0,34146047,how fast was the process
10.0,10.0,34146048,received the money quick the response was super speedy the website was very easy to submit an application
10.0,10.0,34146049,quick answer and the right amount
10.0,10.0,34146051,i had to call support and ended up talking to  different people and every one of them was courteous helpful and willing to go above and beyond to help me i have been a customer service rep for many years and i recognize good technical support when i experience it this was outstanding
10.0,10.0,34146052,website was extremely easy and responsive
10.0,10.0,34146056,the process was easy simple and fast i had a response within a few days
10.0,10.0,34146057,great customer service
10.0,10.0,34146069,seamless and fast
10.0,10.0,34146071,simplicity
10.0,10.0,34146073,you were the only ones who would give me a loan
10.0,10.0,34146074,i have used similar companies and they were slower and one avant asked for my bank account login information
10.0,10.0,34146075,it was hassle free and fast
10.0,10.0,34146078,easy to apply quick deposit of the loan and great customer service
10.0,10.0,34146084,ease of process
8.0,7.0,34146090,bait and switch
10.0,9.0,34146091,ease in working with best egg
10.0,10.0,34146112,easy quick and less work for me
10.0,10.0,34146113,ease and rates
10.0,10.0,34146115,the process was soouser friendly the loan process was fast easy and convenient i almost did not believe it was legit
10.0,10.0,34146116,no hassle application process and quick loan funding
10.0,10.0,34146137,quickness and ease of process
10.0,10.0,34146139,fast and easy
10.0,9.0,34146156,easy app
10.0,10.0,34146159,the ease of application was phenomenal
10.0,10.0,34146177,the process was not complicated at all as long as you have required documentation ie pay stubs and  it helps to expedite and facilitate the approval of the loan
10.0,9.0,34146178,ease of process and quick results
10.0,10.0,34146179,you were very fast and convenient and i am very happy thanks to you all
10.0,10.0,34146202,it was very easy process
10.0,10.0,34146204,quick and easy
10.0,10.0,34146205,because if how smooth the process was just after verifying my information
10.0,10.0,34146206,quick no hassle service
10.0,10.0,34146219,it was almost to easy it was so easy i was skeptical that it was real
10.0,10.0,34146220,best egg application and approval process was seamless
10.0,8.0,34146223,the process is easy and straight forward
10.0,9.0,34146224,online fast approval fast cash
10.0,10.0,34146241,i highly recommend best egg staff was great  it was a simply process and easy to use mark costantini
10.0,10.0,34146242,fast and easy approval
10.0,10.0,34146244,quick and easy i really like the lower interest rate offered for the loan
10.0,10.0,34146246,ease of approval and ease of application
8.0,7.0,34146262,my  question was will this loan be seen by credit agencies as an installment plan he gave me no response to that question and just stated that my credit score would improve i spoke to one of your chat representatives my questions were can i pay off loan amounts early he responded yes but in actual life the process is as i understand it you can only pay early if you pay the total installment sincerely yours curt enstad
10.0,10.0,34146263,convenience and customer service is the best
10.0,10.0,34146264,apr rate and very easy process to apply and get the funds
10.0,10.0,34146268,home improvements
10.0,10.0,34146281,it was fast and easy to apply and get an answer
10.0,10.0,34146282,efficiency and professionalism
10.0,10.0,34146283,easy process
10.0,10.0,34146284,it was fast and easy to process please resent thank you however i did not get my approval email with my account number and the other info
10.0,10.0,34146296,ease of transaction
10.0,10.0,34146300,thank you best egg the money was in my account the next day fast and easy application i received a decision quickly
10.0,10.0,34146301,secure systems you have human beings answering phones and answering questions fast and efficient process
10.0,10.0,34146302,it was a simple process very efficient and timely
10.0,8.0,34146318,ease of application and customer service
10.0,9.0,34146322,ease of application decent rates
10.0,8.0,34146325,good rates
10.0,10.0,34146341,also the staff was very friendly everything was so easy and fast
10.0,10.0,34146342,it was stress free not a lot of red tape your loan officers were friendly and easy to talk to the loan was funded within  days of uploading all the required documents
10.0,10.0,34146344,quick and easy
8.0,7.0,34146346,there were fees that i were not told about
10.0,8.0,34146347,everything you all did was fast and efficient i just do not talk finances with people
10.0,10.0,34146349,very easy and fast
10.0,10.0,34146361,feels good to be out from under high interest credit cards thanks  best egg this is my second loan with best egg money was in the bank before i turned around
10.0,10.0,34146362,ease of doing business and the short amount of time to finish the application and loan process
8.0,8.0,34146364,i picked the amount and monthly payment that i wanted i do not other servicers should be contacting me once i have chosen one through best egg but i think the process could be better managed then i got an email saying my loan had been dispersed into my account and the email included the terms i had originally wanted but when i was contacted by the servicer they required a void check for the account which i did not have available that made everything very confusing then i got a phone call saying i was approved and that no voided check was needed but the monthly payment was almost  what i had originally picked i managed to get the loan i wanted which was great come to find out these were all different servicers contacting me and i did not know it
10.0,9.0,34146365,the ease and helpfulness of the best egg team
10.0,7.0,34146366,easy and fast loan
10.0,10.0,34146385,this is a very good company i have always had nothing but kind agents help me
10.0,10.0,34146386,ease of application
8.0,7.0,34146387,also you should not charge someone to make a payment cause they do not want you to take the payment the contingent fees are expensive you web site is childish
10.0,10.0,34146388,approval was quick and easy
10.0,9.0,34146389,customer support was very helpful process was very quick and easy good rate too
10.0,10.0,34146390,customer service
10.0,10.0,34146404,process
10.0,10.0,34146426,quick and easy process good rates
10.0,10.0,34146428,it was soo easy and fast
10.0,10.0,34146448,ease of application and quick processing
10.0,10.0,34146451,application was very easy the whole process was very efficient supporting documents were reasonable
10.0,9.0,34146469,the ease in obtaining the loan
10.0,9.0,34146471,the process was very fast an easy
8.0,10.0,34146472,quick processing however i did not receive my ssl
10.0,9.0,34146473,fast and friendly service
10.0,10.0,34146475,closed quickly easy to use
10.0,10.0,34146477,good credit
10.0,10.0,34146483,no negative credit impact
10.0,10.0,34146486,how easy and fast the process was
10.0,10.0,34146494,everything but one thing there should be a concession on your interest rates because i have pretty decent credit score  i qualified for only 
10.0,9.0,34146495,best egg offered me a loan to help consolidate my debt
10.0,10.0,34146506,intrusiveness the easy access with min
8.0,7.0,34146511,one of the few who would consider giving a loan
10.0,9.0,34146512,ease of application quickness of funding and low rates no early payoff fees also helps especially that returning customers get even lower rates
0.0,2.0,34146513,too much information needed and too many excuses to keep putting off a decision on loan
10.0,10.0,34146515,excellent service communication fairness and rates
10.0,10.0,34146517,i received information immediately work many hours and do not have time to shop
10.0,10.0,34146533,thank you so much best egg customer friendless  and quick response to my request your professional agents were very kind and showed great concern to my needs
8.0,8.0,34146534,i do not like to recommend financial solutions to others
10.0,10.0,34146538,best rate and funds deposited in less than  days quick decision
10.0,10.0,34146540,good rates
10.0,10.0,34146553,reasonable rates reasonable due diligence prompt service and closing
10.0,10.0,34146557,quick response and easy application
10.0,10.0,34146570,it was fast and easy
10.0,10.0,34146573,best egg was very quick  easy to apply
10.0,10.0,34146574,quick and easy
10.0,10.0,34146575,the ease of the process the clarity of the facts the options given
10.0,9.0,34146577,it was easy had money in two days easiest loan i ever got
10.0,10.0,34146594,good credit
10.0,10.0,34146597,easy to apply
10.0,10.0,34146615,the ease of obtaining the loan
10.0,10.0,34146617,fast service excellent customer service friendly competent respectful responsive staff
10.0,10.0,34146619,simple quick application process and super fast response
10.0,10.0,34146639,minimum effort maximum result
8.0,8.0,34146640,it would be kinda a turn off telling some one you take a loan out for  n only get  do not think too many people will like that idea
10.0,10.0,34146641,quick and very easy
10.0,10.0,34146658,easy fast
10.0,8.0,34146659,convenience
10.0,10.0,34146660,great service
10.0,9.0,34146661,easy process and received the funds pretty quick
10.0,10.0,34146665,the process was seamless all i had to do was fax some doc s
10.0,8.0,34146680,they prompt in processing my loan
10.0,10.0,34146683,the interest rate
10.0,10.0,34146700,quick turn around with professional finish
10.0,9.0,34146701,very convenient very easy to understand
10.0,10.0,34146702,easy
10.0,10.0,34146703,how easy it was and fast and the people were so friendly 
10.0,10.0,34146704,easy to apply
10.0,10.0,34146714,easy loan process
10.0,10.0,34146718,quick and easy
10.0,10.0,34146719,ease of application process
10.0,10.0,34146720,request done in a timely manner very professional agents
10.0,7.0,34146721,my loan was finalized and processed once i called to follow up
8.0,8.0,34146738,it is early in the process but it has been very easy for me to secure a loan and get a handle on my finances i am worried about the long term payments and interactions and what this will mean for my credit and credit score
10.0,10.0,34146739,easy to use
10.0,10.0,34146740,not sure what this question is asking
10.0,10.0,34146741,the interest rate was excellent the csr was excellent the response was excellent in receiving loan the fact automatically take out monthly payment
10.0,10.0,34146742,i am in banking thank you best egg we do not offer personal loans this is my second loan with best egg they make it a quick and seamless process i recommend best egg to my clients always
10.0,10.0,34146743,pay off credit card debt
10.0,10.0,34146752,and they took care of all the and presses it was really simple to complete the application
10.0,10.0,34146760,it was easy and quick
10.0,8.0,34146762,expediency of process staff assistance swift and sound responses
10.0,9.0,34146764,ease of obtaining loan and reasonable interest rate
10.0,10.0,34146775,convenience convenience convenience
10.0,10.0,34146781,quick easy
10.0,10.0,34146782,it was just so simple to do answer a few questions and you know really quick if you are approved and once approved easy to finalize
10.0,10.0,34146801,easy process fair pricing
10.0,9.0,34146803,timeliness of the response
10.0,10.0,34146808,i do not like people always knowing my business i was able to chat online with a representative to get my questions answered i do not like dealing in person i live in a small town
10.0,8.0,34146809,fast and easy process
10.0,10.0,34146810,staying current with payments keeping up with
10.0,10.0,34146812,best egg is a fast and fair loan company
10.0,10.0,34146824,again i want to thank you for your service it was very nice to be able to get the loan that i needed with no hassles everyone was very informative and nice
10.0,10.0,34146828,quick easy with everything happening as laid out in the documents
10.0,10.0,34146829,it was an easy process with reasonable terms
